Istasyon,Tarih,PM10,CO,NO2,NOX,NO
Besirli,9/2/2019,43.607396086957,390.1005125,39.996520166667,52.902918166667,12.906397625
Besirli,9/3/2019,50.038294347826,413.24355833333,36.266114166667,47.722338054167,11.456224958333
Besirli,9/4/2019,53.195391818182,422.17977083333,41.82616,58.110007395833,16.283848625
Besirli,9/5/2019,53.492274583333,431.33240833333,44.263991666667,58.173349791667,13.909358
Besirli,9/6/2019,53.284436956522,429.40117083333,40.98231625,53.303736204167,12.3214175
Besirli,9/7/2019,49.817554347826,409.55167916667,44.071793333333,57.564436395833,13.492644275
Besirli,9/8/2019,38.372175416667,396.63840416667,42.547594583333,55.646171441667,13.098577333333
Besirli,9/9/2019,37.460974782609,369.70550833333,38.373382083333,52.042208566667,13.668826583333
Besirli,9/10/2019,35.490480434783,379.6058625,34.207042916667,44.9771905375,10.770147625
Besirli,9/11/2019,33.564554583333,361.32521666667,32.740979583333,45.649966083333,12.908986625
Besirli,9/12/2019,33.522128181818,402.10855833333,34.353471666667,46.728636783333,12.375164333333
Besirli,9/13/2019,37.151363913043,441.9220625,31.30513625,43.715367058333,12.410229958333
Besirli,9/14/2019,43.261066818182,433.44025833333,39.385378333333,53.462162295833,14.076782145833
Besirli,9/15/2019,41.581394166667,432.85419583333,39.217352083333,54.943878870833,15.726527208333
Besirli,9/16/2019,36.855074347826,365.75654166667,44.816882916667,62.501310420833,17.684427245833
Besirli,9/17/2019,35.889080833333,314.04458333333,39.298399875,51.270724166667,11.9723252625
Besirli,9/18/2019,45.44728875,370.68835416667,46.167417916667,62.046053416667,15.878635375
Besirli,9/19/2019,57.637465652174,362.13195833333,43.953615833333,56.688858520833,12.735240958333
Besirli,9/20/2019,51.255827727273,361.3787,40.026785,51.112944641667,11.086159291667
Besirli,9/21/2019,32.273018333333,349.98064166667,36.780624916667,52.6909106375,15.910286208333
Besirli,9/22/2019,22.031755833333,327.86611666667,32.317095416667,43.825285220833,11.508188458333
Besirli,9/23/2019,25.943120833333,358.03430833333,41.907799166667,58.101918783333,16.194119958333
Besirli,9/24/2019,38.334472608696,424.32738695652,48.831878695652,74.049486695652,25.217610343478
Besirli,9/25/2019,43.17996173913,364.17648333333,42.571695416667,57.3576094125,14.785912791667
Besirli,9/26/2019,47.982996363636,393.1384625,43.818677916667,61.378832429167,17.560155666667
Besirli,9/27/2019,59.176298695652,427.003175,52.495733333333,74.728784091667,22.233050708333
Besirli,9/28/2019,,368.77724166667,42.357626125,57.786382270833,15.428755291667
Besirli,9/29/2019,61.072190434783,383.02112916667,37.688619166667,48.308917508333,10.620298833333
Besirli,9/30/2019,51.20022125,394.33076666667,42.9701725,62.576650516667,19.606477408333
Besirli,10/1/2019,38.467295833333,365.49267916667,42.463477916667,57.534481341667,15.071005125
Besirli,10/2/2019,51.572962083333,411.9193125,56.230787916667,81.795478891667,25.56468575
Besirli,10/3/2019,61.2037225,416.7074625,55.853240833333,75.896617245833,20.043376070833
Besirli,10/4/2019,64.724271666667,425.2215375,60.736304166667,83.8547969875,23.118491083333
Besirli,10/5/2019,60.800476521739,378.5597875,60.927795,78.7014376125,17.773646125
Besirli,10/6/2019,53.622992857143,308.3785875,40.872060416667,52.093451279167,11.221388375
Besirli,10/7/2019,32.260524166667,325.71955416667,40.789554583333,60.189045079167,19.399490666667
Besirli,10/8/2019,44.315783333333,406.50996666667,49.302977916667,76.7330410125,27.430063541667
Besirli,10/9/2019,38.73900375,343.09854583333,39.959810041667,59.900587745833,19.940778708333
Besirli,10/10/2019,36.194434166667,403.2154375,42.576775833333,62.566359445833,19.989582125
Besirli,10/11/2019,35.347150416667,390.96293333333,37.461165833333,51.270632766667,13.809466666667
Besirli,10/12/2019,37.730168333333,397.78327083333,43.74119625,58.785893179167,15.044697666667
